Sequence Id	Length	GC
k105_71745	415	45.54
k105_71744	2300	44.96
k105_71747	342	52.92
k105_101268	691	35.02
k105_71741	407	60.20
k105_71740	553	25.32
k105_71743	646	66.72
k105_71742	471	71.34
k105_170758	580	41.90
k105_71749	375	38.93
k105_71748	556	35.79
k105_170756	479	38.62
k105_81799	489	31.49
k105_151229	1396	62.46
k105_147759	581	51.29
k105_105571	349	67.62
k105_87115	359	58.77
k105_87114	708	34.60
k105_87117	559	33.27
k105_87116	280	57.86
k105_87111	302	62.91
k105_87113	734	45.50
k105_87112	301	46.18
k105_101047	705	37.87
k105_101046	2405	34.39
k105_101044	565	37.88
k105_101043	347	30.26
k105_87118	462	68.40
k105_101041	763	41.81
k105_101040	522	48.66
k105_172904	327	50.15
k105_144750	387	49.87
k105_144751	765	41.44
k105_144752	2076	33.24
k105_144753	624	64.58
k105_144754	843	37.13
k105_144755	331	38.97
k105_144756	486	27.78
k105_144757	905	54.70
k105_144758	324	32.72
k105_144759	776	48.71
k105_106480	1151	63.60
k105_30924	659	32.63
k105_106481	507	44.18
k105_13248	1001	48.95
k105_13249	507	36.69
k105_115877	488	56.97
k105_115876	390	43.85
k105_115874	385	62.34
k105_115873	466	57.08
k105_115872	415	37.11
k105_115871	398	37.44
k105_115870	591	33.67
k105_140990	590	38.98
k105_140991	347	30.84
k105_140996	309	52.10
k105_140997	826	54.36
k105_115879	452	54.87
k105_115878	658	66.11
k105_13244	1140	63.07
k105_166679	326	47.55
k105_166678	698	64.47
k105_13245	923	41.50
k105_166673	436	33.03
k105_166672	1256	38.77
k105_166671	663	43.89
k105_166670	471	31.21
k105_166677	211	63.03
k105_166676	737	64.18
k105_166675	835	44.91
k105_166674	371	48.79
k105_46206	2221	64.88
k105_46207	588	65.14
k105_76218	309	43.37
k105_76219	462	36.15
k105_46202	447	51.23
k105_46201	818	50.37
k105_76212	344	27.33
k105_76213	566	61.31
k105_76210	535	61.50
k105_76217	723	52.84
k105_76214	453	60.93
k105_76215	324	60.19
k105_172945	339	37.46
k105_86648	624	30.61
k105_172947	599	34.39
k105_116896	333	53.15
k105_86642	1760	55.51
k105_64831	456	61.62
k105_86640	487	69.40
k105_86641	327	34.86
k105_86646	1148	31.79
k105_86647	1792	52.01
k105_64830	601	36.94
k105_105570	1242	31.56
k105_21119	307	65.15
k105_10425	444	29.50
k105_163428	555	31.53
k105_113096	663	41.63
k105_97798	1442	62.07
k105_97799	1271	28.64
k105_113093	618	38.19
k105_113092	323	54.49
k105_113091	863	55.16
k105_113090	573	64.75
k105_97792	777	72.84
k105_97793	443	64.56
k105_97791	1145	31.79
k105_97796	1061	29.59
k105_97797	304	38.82
k105_97794	379	67.28
k105_97795	788	45.43
k105_145487	591	34.35
k105_145486	556	34.53
k105_145485	1084	48.15
k105_145484	478	42.47
k105_145483	309	50.81
k105_145482	2378	60.68
k105_145481	241	64.32
k105_145480	524	63.74
k105_102716	529	34.22
k105_41152	602	34.39
k105_145489	650	61.85
k105_145488	729	33.06
k105_102714	705	62.70
k105_21111	585	56.92
k105_102715	835	54.97
k105_10933	461	23.64
k105_10932	426	55.63
k105_10931	557	59.78
k105_10930	473	37.84
k105_10936	530	63.96
k105_10935	405	35.06
k105_10934	753	31.61
k105_10939	315	63.49
k105_10938	499	53.51
k105_102718	317	54.26
k105_49159	304	30.26
k105_49158	828	29.47
k105_117439	317	67.82
k105_29340	460	40.22
k105_102719	831	43.80
k105_107574	888	53.94
k105_117431	635	70.55
k105_117430	1029	31.68
k105_117433	483	62.53
k105_117432	1009	44.50
k105_117435	417	68.82
k105_117434	598	69.57
k105_117437	362	74.59
k105_117436	513	67.25
k105_11084	1057	43.99
k105_11085	306	47.71
k105_11087	355	39.72
k105_11081	330	43.03
k105_11082	1030	39.13
k105_11083	435	32.64
k105_146594	407	50.12
k105_146595	530	50.19
k105_146596	1196	60.03
k105_146597	307	67.10
k105_11088	400	62.00
k105_11089	1898	32.19
k105_146592	513	56.53
k105_146593	970	71.96
k105_12575	403	55.83
k105_12574	754	49.47
k105_55169	695	51.08
k105_55168	377	54.64
k105_12571	463	39.09
k105_12570	637	50.39
k105_12573	491	23.01
k105_12572	368	55.71
k105_55163	1103	35.72
k105_55162	584	32.36
k105_55160	475	35.37
k105_55167	497	56.14
k105_55166	855	49.94
k105_55164	562	37.37
k105_19205	443	54.63
k105_19202	670	66.57
k105_136479	1622	33.60
k105_57989	308	32.14
k105_57988	723	68.19
k105_28914	609	69.13
k105_94218	1075	62.79
k105_94219	726	52.34
k105_57983	336	49.40
k105_57982	437	48.51
k105_57981	313	56.87
k105_57980	469	53.09
k105_57987	1514	61.29
k105_57986	858	71.21
k105_57985	553	47.20
k105_57984	513	59.65
k105_77916	621	60.23
k105_89379	327	65.75
k105_89378	454	62.56
k105_89377	3130	62.72
k105_89376	397	64.48
k105_89375	305	54.10
k105_89374	357	57.98
k105_89373	332	50.00
k105_89372	2368	48.82
k105_89371	1188	70.29
k105_89370	401	58.60
k105_28431	515	36.12
k105_88028	549	33.15
k105_88029	1016	45.08
k105_50669	338	31.66
k105_28430	594	38.05
k105_88024	579	63.21
k105_88025	586	67.92
k105_88026	328	58.23
k105_88027	458	36.03
k105_88020	377	46.42
k105_88021	357	43.98
k105_88022	691	69.32
k105_88023	577	44.37
k105_41151	350	32.00
k105_104887	493	62.27
k105_69678	361	40.17
k105_69679	638	59.25
k105_69674	469	72.71
k105_69675	333	65.77
k105_69676	397	67.25
k105_69677	2539	58.13
k105_69671	413	65.62
k105_69672	771	66.54
k105_69673	322	64.29
k105_48204	449	58.13
k105_48205	1747	62.51
k105_48206	342	62.87
k105_48207	1246	35.23
k105_48200	544	64.52
k105_48201	941	64.51
k105_48202	473	61.52
k105_48203	610	62.79
k105_28436	396	68.94
k105_48209	364	34.34
k105_116748	651	52.07
k105_116749	354	53.39
k105_97201	812	61.58
k105_116741	935	34.65
k105_116742	529	31.19
k105_116743	732	61.61
k105_116744	690	56.38
k105_116745	495	60.00
k105_116746	548	57.48
k105_116747	402	55.22
k105_13628	367	60.49
k105_13629	1558	41.08
k105_471	1374	58.30
k105_15510	1104	54.35
k105_13622	394	47.72
k105_13620	851	54.52
k105_13621	411	66.67
k105_13626	376	57.71
k105_13627	1249	39.15
k105_13624	305	71.15
k105_13625	614	55.21
k105_36937	382	67.02
k105_36936	335	69.25
k105_36935	2249	37.22
k105_36934	345	30.14
k105_108939	475	58.32
k105_36931	314	45.22
k105_36930	561	56.15
k105_108934	674	62.17
k105_108935	374	46.79
k105_108936	386	46.89
k105_108937	607	62.77
k105_108930	398	53.52
k105_108931	698	59.74
k105_108932	2445	57.46
k105_108933	332	49.70
k105_94381	538	40.15
k105_114662	958	44.78
k105_137309	1206	39.30
k105_137308	396	33.84
k105_101878	319	61.44
k105_101879	371	47.98
k105_101876	563	38.37
k105_101877	535	62.99
k105_101874	407	51.60
k105_101875	839	65.08
k105_101872	594	44.95
k105_101873	393	35.62
k105_101870	677	66.47
k105_101871	318	66.04
k105_58458	542	34.87
k105_58459	769	47.07
k105_137084	318	46.23
k105_114667	380	29.47
k105_58450	330	35.45
k105_58451	331	54.08
k105_58452	1116	51.43
k105_58454	2171	70.94
k105_58455	795	32.70
k105_58456	1241	53.83
k105_58457	426	53.29
k105_59329	303	40.26
k105_59328	480	24.79
k105_159552	439	39.64
k105_159553	397	51.64
k105_159554	414	55.80
k105_159555	466	47.64
k105_159556	343	45.48
k105_159557	326	43.56
k105_59321	449	40.76
k105_59320	746	53.62
k105_59323	1200	58.00
k105_59322	1714	36.00
k105_59325	302	32.78
k105_59324	386	63.73
k105_59327	621	64.73
k105_59326	411	52.31
k105_137085	209	57.42
k105_51138	1526	58.72
k105_51139	713	63.81
k105_51134	588	53.74
k105_51135	627	57.89
k105_51136	1750	44.46
k105_51137	1360	30.22
k105_51130	1580	31.96
k105_105705	435	48.05
k105_94383	339	40.12
k105_51133	540	62.22
k105_171602	369	50.68
k105_148992	1070	71.78
k105_171600	1635	44.16
k105_95421	389	49.87
k105_73158	478	48.54
k105_171607	388	27.06
k105_148993	390	51.28
k105_153181	350	46.00
k105_115850	683	59.30
k105_171608	1242	39.05
k105_171609	356	50.56
k105_148990	307	37.46
k105_92687	442	27.15
k105_92686	401	75.56
k105_92685	1320	66.14
k105_92683	527	63.76
k105_92682	359	60.72
k105_92681	440	41.59
k105_92680	516	56.59
k105_148996	1945	40.05
k105_475	867	32.18
k105_92689	868	33.64
k105_92688	799	44.68
k105_117313	347	35.45
k105_148994	376	38.30
k105_153180	595	62.86
k105_8581	664	42.32
k105_54608	904	33.52
k105_71305	496	33.87
k105_7400	361	59.28
k105_7401	321	43.30
k105_7402	1353	34.59
k105_7403	721	59.08
k105_100589	339	55.75
k105_100588	616	32.47
k105_7406	1244	36.09
k105_7407	550	37.45
k105_100585	313	43.77
k105_100584	2480	26.65
k105_100587	367	51.23
k105_100586	556	66.37
k105_100581	622	62.38
k105_100580	1134	30.60
k105_100583	1170	54.96
k105_100582	689	32.80
k105_112535	716	55.45
k105_100071	370	37.84
k105_112534	365	60.00
k105_118519	630	32.54
k105_107687	567	60.14
k105_19931	407	54.30
k105_16744	1311	27.84
k105_138531	302	38.41
k105_66330	372	44.89
k105_66331	816	28.31
k105_66333	450	47.78
k105_66334	562	42.17
k105_66335	558	62.90
k105_66336	996	61.75
k105_66337	336	66.37
k105_66338	528	61.55
k105_66339	429	61.54
k105_128089	1063	36.88
k105_107681	490	58.37
k105_19937	1234	26.66
k105_2588	839	41.36
k105_2589	431	44.55
k105_2582	524	53.24
k105_2583	408	37.25
k105_2580	1452	30.30
k105_2581	333	56.46
k105_2586	325	42.15
k105_2587	506	29.84
k105_2584	738	55.83
k105_2585	377	32.10
k105_17015	620	61.77
k105_17014	1137	58.58
k105_17017	851	41.60
k105_17016	1442	38.42
k105_17011	473	58.56
k105_17010	398	63.32
k105_17013	716	70.95
k105_17012	699	61.09
k105_172455	650	30.15
k105_160721	375	34.93
k105_17019	560	46.43
k105_17018	864	61.34
k105_132478	747	57.70
k105_132479	425	56.24
k105_85506	1621	63.23
k105_132470	1225	33.63
k105_132471	516	63.76
k105_132472	505	64.36
k105_132473	302	45.03
k105_132475	1012	47.43
k105_132476	706	42.21
k105_132477	2470	39.64
k105_162365	347	47.84
k105_56828	395	38.73
k105_27098	484	32.64
k105_27099	741	28.74
k105_162361	466	50.43
k105_162360	513	53.22
k105_162363	886	32.62
k105_162362	766	29.50
k105_27092	617	61.75
k105_27093	418	59.57
k105_27090	1843	43.73
k105_27091	579	67.18
k105_27096	321	44.55
k105_27097	2291	58.18
k105_27094	454	47.58
k105_27095	491	63.75
k105_32766	349	48.42
k105_32767	524	34.35
k105_32764	419	56.56
k105_32765	405	47.90
k105_32762	1184	52.45
k105_32763	307	49.51
k105_32760	1657	36.51
k105_32761	1488	33.80
k105_55930	375	56.00
k105_55931	715	59.16
k105_55932	462	25.76
k105_55933	395	52.66
k105_55934	399	31.58
k105_55935	558	62.90
k105_32768	318	67.30
k105_32769	394	46.19
k105_34395	1493	51.91
k105_34394	442	59.05
k105_34397	463	44.49
k105_34396	343	45.19
k105_34391	373	35.39
k105_34390	606	61.22
k105_34393	845	28.64
k105_34392	410	43.66
k105_64180	1085	33.36
k105_64183	639	53.99
k105_64182	390	52.56
k105_34399	339	64.60
k105_34398	453	37.09
k105_64187	301	53.16
k105_64186	603	59.37
k105_53918	556	52.52
k105_9250	569	33.74
k105_140104	503	55.07
k105_61641	443	45.37
k105_61640	629	46.42
k105_61643	404	54.21
k105_61642	354	47.74
k105_61645	681	34.36
k105_61644	374	38.77
k105_61647	391	42.46
k105_61646	808	36.01
k105_153189	921	43.54
k105_61648	492	36.59
k105_154124	885	59.77
k105_58624	1611	73.62
k105_9257	1785	43.98
k105_140103	851	27.50
k105_5008	385	50.65
k105_5009	883	35.22
k105_5006	379	48.55
k105_5007	310	50.00
k105_5004	1117	49.33
k105_5005	712	50.00
k105_5002	1323	51.40
k105_5003	494	43.52
k105_5000	1035	35.36
k105_5001	525	27.05
k105_53910	1001	29.47
k105_10548	411	53.28
k105_49561	368	65.49
k105_153188	871	31.23
k105_53911	558	53.05
k105_100076	379	45.65
k105_10543	549	27.50
k105_10540	338	53.55
k105_10541	419	58.47
k105_10546	461	52.28
k105_83030	571	67.78
k105_10544	522	65.71
k105_62176	640	52.66
k105_144390	324	23.46
k105_62174	487	54.21
k105_62175	732	35.79
k105_62172	429	31.70
k105_49564	358	43.30
k105_62170	428	68.22
k105_144391	1231	65.48
k105_140109	451	61.20
k105_49565	686	52.48
k105_172728	789	25.60
k105_130423	369	37.40
k105_62178	1602	62.30
k105_93173	389	44.22
k105_95983	338	31.66
k105_86809	639	27.23
k105_130422	900	37.67
k105_22318	499	45.29
k105_22319	674	46.59
k105_22316	495	64.24
k105_22317	1254	58.37
k105_22315	415	63.13
k105_22312	2497	62.19
k105_22313	531	56.12
k105_22310	676	57.69
k105_22311	370	54.59
k105_163094	539	33.77
k105_163095	804	33.33
k105_163096	264	36.36
k105_49569	481	43.04
k105_163090	2249	43.35
k105_163091	1905	35.75
k105_163092	304	27.63
k105_163093	708	36.72
k105_53639	328	47.26
k105_130426	559	59.21
k105_163098	747	30.66
k105_163099	381	29.40
k105_42535	1017	55.46
k105_53638	1534	48.57
k105_130429	519	37.96
k105_8583	418	32.30
k105_130428	475	30.53
k105_83036	316	45.25
k105_118510	766	32.38
k105_51802	2088	32.85
k105_10745	368	64.67
k105_156616	396	31.31
k105_156617	432	33.56
k105_156614	527	33.78
k105_47808	2490	43.33
k105_156612	863	32.44
k105_156613	387	40.05
k105_859	389	58.35
k105_858	422	41.94
k105_857	339	49.85
k105_856	475	30.11
k105_855	503	35.39
k105_854	877	36.15
k105_853	425	38.82
k105_852	1196	32.94
k105_47805	324	54.94
k105_850	375	38.93
k105_106605	518	34.56
k105_10749	277	29.60
k105_51807	1056	67.80
k105_98021	1427	32.66
k105_98020	490	37.55
k105_98023	306	60.13
k105_98022	312	58.01
k105_98025	552	61.78
k105_98024	1459	34.61
k105_98027	478	45.82
k105_98026	609	38.75
k105_98029	1798	58.23
k105_98028	1033	43.27
k105_170468	565	46.19
k105_149881	357	47.90
k105_60998	868	26.27
k105_60999	318	28.62
k105_4351	633	43.76
k105_4350	347	54.47
k105_4353	1073	34.67
k105_4352	311	36.98
k105_4355	489	38.24
k105_4354	634	42.27
k105_4357	539	51.95
k105_4356	355	53.24
k105_4358	332	55.12
k105_51705	618	66.99
k105_51704	310	41.61
k105_51703	881	64.47
k105_138651	830	45.66
k105_132234	579	37.13
k105_51702	1042	37.72
k105_37606	518	72.78
k105_37607	275	43.64
k105_37604	812	29.31
k105_37605	337	62.31
k105_37602	389	56.81
k105_51701	514	57.20
k105_37600	435	36.55
k105_37601	391	31.46
k105_160094	364	32.97
k105_37608	308	58.12
k105_37609	1835	33.35
k105_74422	1021	26.44
k105_171413	962	39.92
k105_172453	667	52.92
k105_171412	446	37.22
k105_171411	314	43.63
k105_121372	907	41.46
k105_121371	1048	33.11
k105_121370	620	64.84
k105_121377	923	34.67
k105_121376	460	59.13
k105_121375	278	33.45
k105_121374	302	44.37
k105_62606	453	60.04
k105_171417	420	38.10
k105_121379	503	49.50
k105_121378	665	48.72
k105_8528	940	52.23
k105_8529	1990	41.71
k105_171415	530	40.57
k105_117272	304	57.24
k105_32942	394	35.03
k105_150533	415	62.89
k105_151345	622	53.22
k105_151344	330	34.55
k105_151347	400	52.00
k105_151346	346	71.68
k105_151341	211	47.87
k105_132238	554	38.09
k105_151343	1026	62.67
k105_132239	308	56.17
k105_53640	498	44.98
k105_151348	1159	52.89
k105_171418	984	30.28
k105_128186	303	35.97
k105_116243	638	33.54
k105_106606	343	61.22
k105_20640	362	34.81
k105_124477	328	40.24
k105_124476	539	58.07
k105_124475	385	60.26
k105_124474	439	53.76
k105_124473	547	42.23
k105_124472	436	34.40
k105_124471	307	27.04
k105_124470	427	29.74
k105_135790	1217	59.41
k105_135791	311	50.16
k105_135792	417	52.76
k105_135793	810	54.69
k105_135794	576	64.06
k105_135795	500	60.40
k105_124479	531	40.30
k105_139835	417	73.62
k105_95441	312	60.58
k105_139837	405	75.31
k105_114668	639	69.01
k105_139836	1275	58.20
k105_6154	689	68.80
k105_75296	343	34.40
k105_7826	1176	33.25
k105_139830	426	30.75
k105_6156	728	38.05
k105_155998	749	36.58
k105_155999	541	54.34
k105_155994	324	45.99
k105_155995	527	51.42
k105_155996	818	57.33
k105_155997	427	35.60
k105_155990	451	65.41
k105_155991	430	48.84
k105_155992	352	40.34
k105_155993	524	44.85
k105_7878	316	48.73
k105_7827	306	41.50
k105_7873	521	21.88
k105_7872	900	51.56
k105_170461	559	31.31
k105_7874	774	35.79
k105_7877	809	31.77
k105_81703	331	48.04
k105_39068	566	54.24
k105_8280	650	56.77
k105_165658	2470	37.17
k105_165659	328	50.91
k105_104239	432	59.26
k105_104238	350	62.57
k105_165654	270	36.30
k105_165655	431	33.87
k105_165656	470	39.36
k105_165657	374	39.04
k105_165650	438	27.85
k105_165651	366	41.26
k105_165653	431	52.90
k105_18638	321	39.25
k105_18639	1348	57.42
k105_40589	411	29.68
k105_40588	452	28.10
k105_7824	408	30.15
k105_18630	1044	27.11
k105_18631	735	59.46
k105_18632	2335	56.62
k105_18633	514	56.61
k105_18634	321	48.29
k105_18635	385	54.55
k105_18636	458	31.88
k105_18637	788	62.06
k105_33602	482	43.36
k105_33603	1076	57.43
k105_33600	660	45.15
k105_33601	401	47.88
k105_33606	317	30.91
k105_33607	1408	35.30
k105_33604	577	43.85
k105_33605	715	55.38
k105_33608	508	48.43
k105_33609	1050	54.10
k105_138339	806	34.12
k105_53935	520	57.88
k105_170463	434	43.78
k105_116242	448	53.35
k105_106607	728	63.32
k105_169838	815	30.55
k105_52679	1086	63.26
k105_151975	416	55.05
k105_155338	581	46.99
k105_155339	395	33.16
k105_111178	320	36.25
k105_111179	1034	32.30
k105_31832	469	66.74
k105_120408	417	43.65
k105_120409	564	29.43
k105_120406	525	43.24
k105_120407	1529	60.10
k105_120404	317	65.30
k105_111171	863	41.37
k105_120402	1107	55.19
k105_120403	607	66.23
k105_120400	498	27.31
k105_120401	477	47.80
k105_50051	551	48.46
k105_119369	1148	38.41
k105_119368	704	36.51
k105_119367	1238	61.39
k105_119366	454	43.83
k105_119365	329	37.69
k105_119364	392	45.41
k105_119363	455	36.04
k105_119362	342	36.26
k105_119361	310	32.26
k105_119360	401	33.17
k105_42569	381	55.38
k105_138701	445	63.37
k105_170465	305	58.03
k105_50232	327	36.70
k105_42563	341	43.40
k105_52017	653	42.73
k105_42561	383	25.85
k105_172691	413	42.13
k105_42567	793	28.12
k105_42566	510	34.12
k105_42565	764	33.77
k105_42564	628	37.90
k105_90537	480	57.50
k105_90536	363	36.09
k105_90534	340	50.29
k105_90533	538	32.34
k105_90532	437	50.11
k105_90531	468	34.19
k105_90530	333	64.86
k105_7613	576	25.69
k105_90539	465	51.61
k105_90538	567	58.91
k105_166303	678	59.44
k105_166302	508	31.50
k105_166301	486	58.64
k105_166307	2260	31.68
k105_166306	305	39.02
k105_166305	598	52.01
k105_166304	584	49.49
k105_105186	377	25.20
k105_166309	421	38.48
k105_166308	446	57.62
k105_105182	487	68.99
k105_105183	1140	34.82
k105_105180	326	73.62
k105_105181	464	61.85
k105_47058	315	57.14
k105_47059	696	58.33
k105_7617	1118	36.85
k105_47050	357	64.15
k105_47051	806	48.14
k105_47052	1479	60.58
k105_47053	489	38.85
k105_47054	350	41.71
k105_47056	2423	62.69
k105_47057	435	64.60
k105_167656	483	40.17
k105_167657	508	60.24
k105_167654	479	35.70
k105_167655	402	54.98
k105_167652	321	32.40
k105_167653	975	39.08
k105_167650	323	35.91
k105_167651	1208	31.46
k105_64335	682	51.47
k105_167658	1351	51.74
k105_167659	561	30.84
k105_44590	331	32.93
k105_44591	937	33.83
k105_44592	1731	54.19
k105_44593	481	34.72
k105_44594	361	29.09
k105_44595	800	32.25
k105_44596	443	27.77
k105_44597	604	32.62
k105_44598	527	43.26
k105_44599	610	34.92
k105_71888	497	40.64
k105_71889	367	42.23
k105_31066	436	44.27
k105_119589	347	37.75
k105_119588	1510	73.31
k105_89808	310	18.06
k105_119583	339	65.19
k105_76352	742	61.19
k105_76351	1891	57.80
k105_76350	2058	61.71
k105_119587	348	40.80
k105_119586	524	55.73
k105_76355	421	66.03
k105_76354	573	73.82
k105_96837	301	54.49
k105_65049	372	47.58
k105_14634	753	39.71
k105_14635	654	36.09
k105_14636	654	28.59
k105_14637	670	50.75
k105_14630	1615	46.01
k105_14631	790	45.06
k105_14632	498	58.03
k105_14633	437	43.71
k105_31594	2373	62.49
k105_14638	464	38.36
k105_14639	657	34.70
k105_9802	452	34.73
k105_138336	507	47.14
k105_9803	558	56.81
k105_9800	929	44.46
k105_17394	1057	69.16
k105_52010	503	56.86
k105_148602	531	33.33
k105_148603	569	56.06
k105_148600	1193	58.93
k105_148601	342	31.58
k105_148607	702	45.30
k105_148604	708	45.90
k105_148605	1099	40.22
k105_31595	416	59.62
k105_114665	523	67.88
k105_148608	329	30.09
k105_148609	443	54.85
k105_9807	331	32.63
k105_117181	985	25.89
k105_117180	537	69.65
k105_117183	375	58.40
k105_117182	424	58.73
k105_117185	646	34.06
k105_117184	418	42.11
k105_117186	393	63.10
k105_117189	528	45.83
k105_117188	589	64.01
k105_9805	677	28.80
k105_20396	543	39.59
k105_20397	756	51.19
k105_31596	1088	47.61
k105_114664	553	53.53
k105_20390	503	26.64
k105_20391	361	51.25
k105_158258	719	44.37
k105_158259	340	32.65
k105_20392	482	67.63
k105_63773	1683	30.90
k105_72425	468	51.71
k105_158250	380	45.79
k105_158251	917	59.76
k105_158252	794	61.08
k105_158253	1031	67.12
k105_158254	681	61.23
k105_158255	719	43.67
k105_158256	341	44.57
k105_158257	394	44.67
k105_85063	427	53.63
k105_85062	1263	45.53
k105_85061	378	34.92
k105_85060	451	64.75
k105_54519	411	43.55
k105_54518	637	63.27
k105_85065	468	28.63
k105_85064	584	35.45
k105_54515	1703	40.16
k105_54514	1913	53.63
k105_54517	691	41.68
k105_54516	417	40.53
k105_54511	496	60.28
k105_54510	398	30.90
k105_54513	352	49.72
k105_54512	943	54.08
k105_20399	1748	53.32
k105_170990	310	54.19
k105_19524	394	65.99
k105_42399	584	68.49
k105_74842	396	46.21
k105_104526	362	55.80
k105_117651	444	56.98
k105_19704	578	42.04
k105_17395	499	56.91
k105_74651	1456	55.70
k105_38458	371	27.76
k105_103393	886	61.17
k105_150469	311	30.87
k105_103392	1556	63.95
k105_22257	1645	60.67
